#e14d526b-350b-4611-98e3-d8af43d1acd5
КВ|90||78:12:0632301:2287
КВ|91||78:12:0632301:2288
КВ|92||78:12:0632301:2289
КВ|93||78:12:0632301:2290
КВ|94||78:12:0632301:2291
КВ|95||78:12:0632301:2292
КВ|96||78:12:0632301:2293
КВ|97||78:12:0632301:2294
КВ|98||78:12:0632301:2295
КВ|99||78:12:0632301:2296
КВ|100||78:12:0632301:2032
КВ|101||78:12:0632301:2033
КВ|102||78:12:0632301:2034
КВ|103||78:12:0632301:2035
КВ|104||78:12:0632301:2036
КВ|105||78:12:0632301:2037
КВ|106||78:12:0632301:2038
КВ|107||78:12:0632301:2039
КВ|108||78:12:0632301:2040
КВ|109||78:12:0632301:2041
КВ|110||78:12:0632301:2044
КВ|111||78:12:0632301:2045
КВ|112||78:12:0632301:2046
КВ|113||78:12:0632301:2047
КВ|114||78:12:0632301:2048
КВ|115||78:12:0632301:2049
КВ|116||78:12:0632301:2050
КВ|117||78:12:0632301:2051
КВ|118||78:12:0632301:2052
КВ|119||78:12:0632301:2053
КВ|120||78:12:0632301:2056
КВ|121||78:12:0632301:2057
КВ|122||78:12:0632301:2058
КВ|123||78:12:0632301:2059
КВ|124||78:12:0632301:2060
КВ|125||78:12:0632301:2061
КВ|126||78:12:0632301:2062
КВ|127||78:12:0632301:2063
КВ|128||78:12:0632301:2064
КВ|129||78:12:0632301:2065
КВ|130||78:12:0632301:2068
КВ|131||78:12:0632301:2069
КВ|132||78:12:0632301:2070
КВ|133||78:12:0632301:2071
КВ|134||78:12:0632301:2072
КВ|135||78:12:0632301:2073
КВ|136||78:12:0632301:2074
КВ|137||78:12:0632301:2075
КВ|138||78:12:0632301:2076
КВ|139||78:12:0632301:2077
КВ|140||78:12:0632301:2080
КВ|141||78:12:0632301:2081
КВ|142||78:12:0632301:2082
КВ|143||78:12:0632301:2083
КВ|144||78:12:0632301:2084
КВ|145||78:12:0632301:2085
КВ|146||78:12:0632301:2086
КВ|147||78:12:0632301:2087
КВ|148||78:12:0632301:2088
КВ|149||78:12:0632301:2089
КВ|150||78:12:0632301:2092
КВ|151||78:12:0632301:2093
КВ|152||78:12:0632301:2094
КВ|153||78:12:0632301:2095
КВ|154||78:12:0632301:2096
КВ|155||78:12:0632301:2097
КВ|156||78:12:0632301:2098
КВ|157||78:12:0632301:2099
КВ|158||78:12:0632301:2100
КВ|159||78:12:0632301:2101
КВ|160||78:12:0632301:2104
КВ|161||78:12:0632301:2105
КВ|162||78:12:0632301:2106
КВ|163||78:12:0632301:2107
КВ|164||78:12:0632301:2108
КВ|165||78:12:0632301:2109
КВ|166||78:12:0632301:2110
КВ|167||78:12:0632301:2111
КВ|168||78:12:0632301:2112
КВ|169||78:12:0632301:2113
КВ|170||78:12:0632301:2116
КВ|171||78:12:0632301:2117
КВ|172||78:12:0632301:2118
КВ|173||78:12:0632301:2119
КВ|174||78:12:0632301:2120
КВ|175||78:12:0632301:2121
КВ|176||78:12:0632301:2122
КВ|177||78:12:0632301:2123
?|178||
КВ|179||78:12:0632301:5287
КВ|180||78:00:0000000:85523
КВ|181||78:00:0000000:81539
КВ|182||78:12:0632301:2127
КВ|183||78:12:0632301:2128
КВ|184||78:12:0632301:2129
КВ|185||78:12:0632301:2130
КВ|186||78:12:0632301:2131
КВ|187||78:12:0632301:2132
КВ|188||78:12:0632301:2133
КВ|189||78:12:0632301:2134
КВ|190||78:12:0632301:2136
КВ|191||78:12:0632301:2137
КВ|192||78:12:0632301:2138
КВ|193||78:12:0632301:2139
КВ|194||78:12:0632301:2140
КВ|195||78:12:0632301:2141
КВ|196||78:12:0632301:2142
КВ|197||78:12:0632301:2143
КВ|198||78:12:0632301:2144
КВ|199||78:12:0632301:2145
ОИ|1ЛК||
НЖ|1-Н||78:12:0632301:2029
КВ|200||78:12:0632301:2151
КВ|201||78:12:0632301:2152
КВ|202||78:12:0632301:2153
КВ|203||78:12:0632301:2154
КВ|204||78:12:0632301:2155
КВ|205||78:12:0632301:2156
КВ|206||78:12:0632301:2157
КВ|207||78:12:0632301:2158
КВ|208||78:12:0632301:2159
КВ|209||78:12:0632301:2160
ОИ|20Н||
КВ|210||78:12:0632301:2162
КВ|211||78:12:0632301:2163
КВ|212||78:12:0632301:2164
КВ|213||78:12:0632301:2165
КВ|214||78:12:0632301:2166
КВ|215||78:12:0632301:2167
КВ|216||78:12:0632301:2168
КВ|217||78:12:0632301:2169
КВ|218||78:12:0632301:2170
КВ|219||78:12:0632301:2171
КВ|220||78:12:0632301:2173
КВ|221||78:12:0632301:2174
КВ|222||78:12:0632301:2175
КВ|223||78:12:0632301:2176
КВ|224||78:12:0632301:2177
КВ|225||78:12:0632301:2178
КВ|226||78:12:0632301:2179
КВ|227||78:12:0632301:2180
КВ|228||78:12:0632301:2181
КВ|229||78:12:0632301:2182
КВ|230||78:12:0632301:2184
КВ|231||78:12:0632301:2185
КВ|232||78:12:0632301:2186
КВ|233||78:12:0632301:2187
КВ|234||78:12:0632301:2188
КВ|235||78:12:0632301:2189
КВ|236||78:12:0632301:2190
КВ|237||78:12:0632301:2191
КВ|238||78:12:0632301:2192
КВ|239||78:12:0632301:2193
КВ|240||78:12:0632301:2195
КВ|241||78:12:0632301:2196
КВ|242||78:12:0632301:2197
КВ|243||78:12:0632301:2198
КВ|244||78:12:0632301:2199
КВ|245||78:12:0632301:2200
КВ|246||78:12:0632301:2201
КВ|247||78:12:0632301:2202
КВ|248||78:12:0632301:2203
КВ|249||78:12:0632301:2204
КВ|250||78:12:0632301:2206
КВ|251||78:12:0632301:2207
КВ|252||78:12:0632301:2208
КВ|253||78:12:0632301:2209
ОИ|2ЛК||
НЖ|2-Н||78:12:0632301:2149
ОИ|3ЛК||
НЖ|3-Н||78:12:0632301:2216
НЖ|4-Н||78:12:0632301:2229
НЖ|5-Н||78:12:0632301:2240
НЖ|6-Н||78:12:0632301:2252
НЖ|7-Н||78:12:0632301:2264
НЖ|8-Н||78:12:0632301:2276
НЖ|9-Н||78:12:0632301:2286
НЖ|10-Н||78:12:0632301:2031
НЖ|11-Н||78:12:0632301:2043
НЖ|12-Н||78:12:0632301:2055
НЖ|13-Н||78:12:0632301:2067
НЖ|14-Н||78:12:0632301:2079
НЖ|15-Н||78:12:0632301:2091
НЖ|16-Н||78:12:0632301:2103
НЖ|17-Н||78:12:0632301:2115
НЖ|18-Н||78:12:0632301:2126
НЖ|19-Н||78:12:0632301:2301
НЖ|20-Н||78:12:0632301:2148
НЖ|1н.ч.||78:12:0632301:2147
#e9c1652d-cdd8-40dc-9998-c776a0b22f19
МКД|||78:12:0631501:3010
КВ|145||78:12:0631501:3034
КВ|146||78:12:0631501:3035
КВ|147||78:12:0631501:3036
КВ|148||78:12:0631501:3037
КВ|149||78:12:0631501:3038
КВ|150||78:12:0631501:3039
КВ|151||78:12:0631501:3040
КВ|152||78:12:0631501:3041
КВ|153||78:12:0631501:3042
КВ|154||78:12:0631501:3043
КВ|155||78:12:0631501:3044
КВ|156||78:12:0631501:3045
КВ|157||78:12:0631501:3046
КВ|158||78:12:0631501:3047
КВ|159||78:12:0631501:3048
КВ|160||78:12:0631501:3049
КВ|161||78:12:0631501:3050
КВ|162||78:12:0631501:3051
КВ|163||78:12:0631501:3052
КВ|164||78:12:0631501:3053
КВ|165||78:12:0631501:3054
КВ|166||78:12:0631501:3055
КВ|167||78:12:0631501:3056
КВ|168||78:12:0631501:3057
КВ|169||78:12:0631501:3058
КВ|170||78:12:0631501:3059
КВ|171||78:12:0631501:3060
КВ|172||78:12:0631501:3061
КВ|173||78:12:0631501:3062
КВ|174||78:12:0631501:3063
КВ|175||78:12:0631501:3064
КВ|176||78:12:0631501:3065
КВ|177||78:12:0631501:3066
КВ|178||78:12:0631501:3067
КВ|179||78:12:0631501:3068
КВ|180||78:12:0631501:3069
КВ|181||78:12:0631501:3070
КВ|182||78:12:0631501:3071
КВ|183||78:12:0631501:3072
КВ|184||78:12:0631501:3073
КВ|185||78:12:0631501:3074
КВ|186||78:12:0631501:3075
КВ|187||78:12:0631501:3076
КВ|188||78:12:0631501:3253
КВ|189||78:12:0631501:3077
КВ|190||78:12:0631501:3078
КВ|191||78:12:0631501:3079
КВ|192||78:12:0631501:3080
КВ|193||78:12:0631501:3081
КВ|194||78:12:0631501:3082
КВ|195||78:12:0631501:3083
КВ|196||78:12:0631501:3084
КВ|197||78:12:0631501:3085
КВ|198||78:12:0631501:3086
КВ|199||78:12:0631501:3087
НЖ|1-Н||78:12:0631501:7227
КВ|200||78:12:0631501:3088
КВ|201||78:12:0631501:3089
КВ|202||78:12:0631501:3090
КВ|203||78:12:0631501:3091
КВ|204||78:12:0631501:3092
КВ|205||78:12:0631501:3093
КВ|206||78:12:0631501:3094
КВ|207||78:12:0631501:3095
КВ|208||78:12:0631501:3096
КВ|209||78:12:0631501:3097
КВ|210||78:12:0631501:3098
КВ|211||78:12:0631501:3099
КВ|212||78:12:0631501:3100
КВ|213||78:12:0631501:3101
КВ|214||78:12:0631501:3102
КВ|215||78:12:0631501:3103
КВ|216||78:12:0631501:3104
КВ|217||78:12:0631501:3105
КВ|218||78:12:0631501:3106
КВ|219||78:12:0631501:3107
КВ|220||78:12:0631501:3108
КВ|221||78:12:0631501:3109
КВ|222||78:12:0631501:3110
КВ|223||78:12:0631501:3111
КВ|224||78:12:0631501:3112
КВ|225||78:12:0631501:3113
КВ|226||78:12:0631501:3114
КВ|227||78:12:0631501:3115
КВ|228||78:00:0000000:95308
КВ|229||78:12:0631501:3117
КВ|230||78:12:0631501:3118
КВ|231||78:12:0631501:3119
КВ|232||78:12:0631501:3120
КВ|233||78:12:0631501:3121
КВ|234||78:12:0631501:3122
КВ|235||78:12:0631501:3123
КВ|236||78:12:0631501:3254
КВ|237||78:12:0631501:3124
КВ|238||78:12:0631501:3125
КВ|239||78:12:0631501:3126
КВ|240||78:12:0631501:3127
КВ|241||78:12:0631501:3128
КВ|242||78:12:0631501:3129
КВ|243||78:12:0631501:3130
КВ|244||78:12:0631501:3131
КВ|245||78:12:0631501:3132
КВ|246||78:12:0631501:3133
КВ|247||78:12:0631501:3134
КВ|248||78:12:0631501:3135
КВ|249||78:12:0631501:3136
КВ|250||78:12:0631501:3137
КВ|251||78:12:0631501:3138
КВ|252||78:12:0631501:3139
КВ|253||78:12:0631501:3140
КВ|254||78:12:0631501:3141
КВ|255||78:12:0631501:3142
КВ|256||78:12:0631501:3143
КВ|257||78:12:0631501:3144
КВ|258||78:12:0631501:3145
КВ|259||78:12:0631501:3146
КВ|260||78:12:0631501:3147
КВ|261||78:12:0631501:3148
КВ|262||78:12:0631501:3149
КВ|263||78:12:0631501:3150
КВ|264||78:12:0631501:3151
КВ|265||78:12:0631501:3152
КВ|266||78:12:0631501:3153
КВ|267||78:12:0631501:3154
КВ|268||78:12:0631501:3155
КВ|269||78:12:0631501:3156
КВ|270||78:12:0631501:3157
КВ|271||78:12:0631501:3158
КВ|272||78:12:0631501:3159
КВ|273||78:12:0631501:3160
КВ|274||78:12:0631501:3161
КВ|275||78:12:0631501:3162
КВ|276||78:12:0631501:3163
КВ|277||78:12:0631501:3164
КВ|278||78:12:0631501:3165
КВ|279||78:12:0631501:3166
КВ|280||78:12:0631501:3167
КВ|281||78:12:0631501:3168
КВ|282||78:12:0631501:3169
КВ|283||78:12:0631501:3170
КВ|284||78:12:0631501:3171
КВ|285||78:12:0631501:3172
КВ|286||78:12:0631501:3255
КВ|287||78:12:0631501:3173
КВ|288||78:12:0631501:3174
КВ|289||78:12:0631501:3175
КВ|290||78:12:0631501:3176
КВ|291||78:12:0631501:3177
КВ|292||78:12:0631501:3178
КВ|293||78:12:0631501:3179
КВ|294||78:12:0631501:3180
КВ|295||78:12:0631501:3181
КВ|296||78:12:0631501:3182
КВ|297||78:12:0631501:3183
КВ|298||78:12:0631501:3184
КВ|299||78:12:0631501:3185
НЖ|2-Н||78:12:0631501:7229
КВ|300||78:12:0631501:3186
КВ|301||78:12:0631501:3187
КВ|302||78:12:0631501:3188
КВ|303||78:12:0631501:3189
КВ|304||78:12:0631501:3190
КВ|305||78:12:0631501:3191
КВ|306||78:12:0631501:3192
КВ|307||78:12:0631501:3193
КВ|308||78:12:0631501:3194
КВ|309||78:12:0631501:3195
КВ|310||78:12:0631501:3196
КВ|311||78:12:0631501:3197
КВ|312||78:12:0631501:3198
КВ|313||78:12:0631501:3199
КВ|314||78:12:0631501:3200
КВ|315||78:12:0631501:3201
КВ|316||78:12:0631501:3202
КВ|317||78:12:0631501:3203
КВ|318||78:12:0631501:3204
КВ|319||78:12:0631501:3205
КВ|320||78:12:0631501:3206
КВ|321||78:12:0631501:3207
КВ|322||78:12:0631501:3208
КВ|323||78:12:0631501:3209
КВ|324||78:12:0631501:3210
КВ|325||78:12:0631501:3211
КВ|326||78:12:0631501:3212
КВ|327||78:12:0631501:3213
КВ|328||78:12:0631501:3214
КВ|329||78:12:0631501:3215
КВ|330||78:12:0631501:3216
КВ|331||78:12:0631501:3256
КВ|332||78:12:0631501:3217
КВ|333||78:12:0631501:3218
КВ|334||78:12:0631501:3219
КВ|335||78:12:0631501:3220
КВ|336||78:12:0631501:3221
КВ|337||78:12:0631501:3222
КВ|338||78:12:0631501:3223
КВ|339||78:12:0631501:3224
КВ|340||78:12:0631501:3225
КВ|341||78:12:0631501:3226
КВ|342||78:12:0631501:3227
КВ|343||78:12:0631501:3228
КВ|344||78:12:0631501:3229
КВ|345||78:12:0631501:3230
КВ|346||78:12:0631501:3231
КВ|347||78:12:0631501:3232
КВ|348||78:12:0631501:3233
КВ|349||78:12:0631501:3234
КВ|350||78:12:0631501:3235
КВ|351||78:12:0631501:3236
КВ|352||78:12:0631501:3237
КВ|353||78:12:0631501:3238
КВ|354||78:12:0631501:3239
КВ|355||78:12:0631501:3240
КВ|356||78:12:0631501:3241
КВ|357||78:12:0631501:3242
КВ|358||78:12:0631501:3243
КВ|359||78:12:0631501:3244
КВ|360||78:12:0631501:3245
КВ|361||78:12:0631501:3246
КВ|362||78:12:0631501:3247
КВ|363||78:12:0631501:3248
КВ|364||78:12:0631501:3249
КВ|365||78:12:0631501:3250
КВ|366||78:12:0631501:3251
КВ|367||78:12:0631501:3252
НЖ|3-Н||78:12:0631501:7230
НЖ|4-Н||78:12:0631501:7231
НЖ|5-Н||78:12:0631501:7232
НЖ|6-Н||78:12:0631501:4349
НЖ|7-Н||78:12:0631501:4350
НЖ|8-Н||78:12:0631501:7236
НЖ|9-Н||78:12:0631501:7238
НЖ|1н.ч.||78:12:0631501:7228
НЖ|1(,2н)н.ч.||78:12:0631501:4347
НЖ|3(,4н)н.ч.||78:12:0631501:4348
#e9f47d3d-613a-41c9-99a7-8b5c4cf6ae68
МКД|||78:12:0631202:7917
КВ|1||78:12:0631202:8130
КВ|2||78:12:0631202:8141
КВ|3||78:12:0631202:8152
КВ|4||78:12:0631202:8163
КВ|5||78:12:0631202:8174
КВ|6||78:12:0631202:8105
КВ|7||78:12:0631202:8116
КВ|8||78:12:0631202:8127
КВ|9||78:12:0631202:8129
КВ|10||78:12:0631202:8131
КВ|11||78:12:0631202:8132
КВ|12||78:12:0631202:8133
КВ|13||78:12:0631202:8134
КВ|14||78:12:0631202:8135
КВ|15||78:12:0631202:8136
КВ|16||78:12:0631202:8137
КВ|17||78:12:0631202:8138
КВ|18||78:12:0631202:8139
КВ|19||78:12:0631202:8140
КВ|20||78:12:0631202:8142
КВ|21||78:12:0631202:8143
КВ|22||78:12:0631202:8144
КВ|23||78:12:0631202:8145
КВ|24||78:12:0631202:8146
КВ|25||78:12:0631202:8147
КВ|26||78:12:0631202:8148
КВ|27||78:12:0631202:8149
КВ|28||78:12:0631202:8150
КВ|29||78:12:0631202:8151
КВ|30||78:12:0631202:8153
КВ|31||78:12:0631202:8154
КВ|32||78:12:0631202:8155
КВ|33||78:12:0631202:8156
КВ|34||78:12:0631202:8157
КВ|35||78:12:0631202:8158
КВ|36||78:12:0631202:8159
КВ|37||78:12:0631202:8160
КВ|38||78:12:0631202:8161
КВ|39||78:12:0631202:8162
КВ|40||78:12:0631202:8164
КВ|41||78:12:0631202:8165
КВ|42||78:12:0631202:8166
КВ|43||78:12:0631202:8167
КВ|44||78:12:0631202:8168
КВ|45||78:12:0631202:8169
КВ|46||78:12:0631202:8170
КВ|47||78:12:0631202:8171
КВ|48||78:12:0631202:8172
КВ|49||78:12:0631202:8173
КВ|50||78:12:0631202:8175
КВ|51||78:12:0631202:8176
КВ|52||78:12:0631202:8177
КВ|53||78:12:0631202:8178
КВ|54||78:12:0631202:8179
КВ|55||78:12:0631202:8180
КВ|56||78:12:0631202:8181
КВ|57||78:12:0631202:8102
КВ|58||78:12:0631202:8103
КВ|59||78:12:0631202:8104
КВ|60||78:12:0631202:8106
КВ|61||78:12:0631202:8107
КВ|62||78:12:0631202:8108
КВ|63||78:12:0631202:8109
КВ|64||78:12:0631202:8110
КВ|65||78:12:0631202:8111
КВ|66||78:12:0631202:8112
КВ|67||78:12:0631202:8113
КВ|68||78:12:0631202:8114
КВ|69||78:12:0631202:8115
КВ|70||78:12:0631202:8117
КВ|71||78:12:0631202:8118
КВ|72||78:12:0631202:8119
КВ|73||78:12:0631202:8120
КВ|74||78:12:0631202:8121
КВ|75||78:12:0631202:8122
КВ|76||78:12:0631202:8123
КВ|77||78:12:0631202:8124
КВ|78||78:12:0631202:8125
КВ|79||78:12:0631202:8126
КВ|80||78:12:0631202:8128
НЖ|1ЛК||78:12:0631202:8182
НЖ|2ЛК||78:12:0631202:8183
НЖ|3ЛК||78:12:0631202:8184
НЖ|4ЛК||78:12:0631202:8185
НЖ|б/н1||78:12:0631202:8808
НЖ|б/нб/н||78:12:0631202:8186
#ebdab7b1-6b07-4033-b4d7-239c9e3f0255
МКД|||78:12:0006302:5770
КВ|1||78:12:0006302:5800
КВ|2||78:12:0006302:5811
КВ|3||78:12:0006302:5822
КВ|4||78:12:0006302:5833
КВ|5||78:12:0006302:5844
КВ|6||78:12:0006302:5855
КВ|7||78:12:0006302:5866
КВ|8||78:12:0006302:5877
КВ|9||78:12:0006302:5888
КВ|10||78:12:0006302:5801
КВ|11||78:12:0006302:5802
КВ|12||78:12:0006302:5803
КВ|13||78:12:0006302:5804
КВ|14||78:12:0006302:5805
КВ|15||78:12:0006302:5806
ЧКВ|15|1|
КВ|16||78:12:0006302:5807
КВ|17||78:12:0006302:5808
КВ|18||78:12:0006302:5809
КВ|19||78:12:0006302:5810
КВ|20||78:12:0006302:5812
КВ|21||78:12:0006302:5813
КВ|22||78:12:0006302:5814
КВ|23||78:12:0006302:5815
КВ|24||78:12:0006302:5816
КВ|25||78:12:0006302:5817
КВ|26||78:12:0006302:5818
КВ|27||78:12:0006302:5819
КВ|28||78:12:0006302:5820
КВ|29||78:12:0006302:5821
КВ|30||78:12:0006302:5823
КВ|31||78:12:0006302:5824
КВ|32||78:12:0006302:5825
КВ|33||78:12:0006302:5826
КВ|34||78:12:0006302:5827
КВ|35||78:12:0006302:5828
КВ|36||78:12:0006302:5829
КВ|37||78:12:0006302:5830
КВ|38||78:12:0006302:5831
КВ|39||78:12:0006302:5832
КВ|40||78:12:0006302:5834
КВ|41||78:12:0006302:5835
КВ|42||78:12:0006302:5836
КВ|43||78:12:0006302:5837
КВ|44||78:12:0006302:5838
КВ|45||78:12:0006302:5839
КВ|46||78:12:0006302:5840
КВ|47||78:12:0006302:5841
КВ|48||78:12:0006302:5842
КВ|49||78:12:0006302:5843
КВ|50||78:12:0006302:5845
ЧКВ|50|1|
ЧКВ|50|2|
КВ|51||78:12:0006302:5846
КВ|52||78:12:0006302:5847
КВ|53||78:12:0006302:5848
КВ|54||78:12:0006302:5849
КВ|55||78:12:0006302:5850
КВ|56||78:12:0006302:5851
КВ|57||78:12:0006302:5852
КВ|58||78:12:0006302:5853
КВ|59||78:12:0006302:5854
КВ|60||78:12:0006302:5856
КВ|61||78:12:0006302:5857
КВ|62||78:12:0006302:5858
КВ|63||78:12:0006302:5859
КВ|64||78:12:0006302:5860
КВ|65||78:12:0006302:5861
КВ|66||78:12:0006302:5862
КВ|67||78:12:0006302:5863
КВ|68||78:12:0006302:5864
КВ|69||78:12:0006302:5865
КВ|70||78:12:0006302:5867
КВ|71||78:12:0006302:5868
КВ|72||78:12:0006302:5869
КВ|73||78:12:0006302:5870
КВ|74||78:12:0006302:5871
КВ|75||78:12:0006302:5872
КВ|76||78:12:0006302:5873
КВ|77||78:12:0006302:5874
КВ|78||78:12:0006302:5875
КВ|79||78:12:0006302:5876
КВ|80||78:12:0006302:5878
КВ|81||78:12:0006302:5879
КВ|82||78:12:0006302:5880
КВ|83||78:12:0006302:5881
КВ|84||78:12:0006302:5882
КВ|85||78:12:0006302:5883
КВ|86||78:12:0006302:5884
КВ|87||78:12:0006302:5885
КВ|88||78:12:0006302:5886
КВ|89||78:12:0006302:5887
КВ|90||78:12:0006302:5889
#ea419195-d5ef-41a0-abc7-1bf33496b3ed
МКД|||78:12:0006302:5773
КВ|1||78:12:0006302:6086
ЧКВ|1|1|
ЧКВ|1|2|
ЧКВ|1|3|
ЧКВ|1|5|
ЧКВ|1|7|
ЧКВ|1|8|
КВ|2||78:12:0006302:6097
КВ|3||78:12:0006302:6108
КВ|4||78:12:0006302:6119
КВ|5||78:12:0006302:6130
КВ|6||78:12:0006302:6141
КВ|7||78:12:0006302:6152
КВ|8||78:12:0006302:6163
КВ|9||78:12:0006302:6174
КВ|10||78:12:0006302:6087
КВ|11||78:12:0006302:6088
ЧКВ|11|01|
ЧКВ|11|1|
ЧКВ|11|02|
ЧКВ|11|2|
ЧКВ|11|3|
КВ|12||78:12:0006302:6089
КВ|13||78:12:0006302:6090
КВ|14||78:12:0006302:6091
КВ|15||78:12:0006302:6092
КВ|16||78:12:0006302:6093
КВ|17||78:12:0006302:6094
КВ|18||78:12:0006302:6095
КВ|19||78:12:0006302:6096
КВ|20||78:12:0006302:6098
КВ|21||78:12:0006302:6099
КВ|22||78:12:0006302:6100
КВ|23||78:12:0006302:6101
КВ|24||78:12:0006302:6102
КВ|25||78:12:0006302:6103
КВ|26||78:12:0006302:6104
КВ|27||78:12:0006302:6105
КВ|28||78:12:0006302:6106
КВ|29||78:12:0006302:6107
КВ|30||78:12:0006302:6109
КВ|31||78:12:0006302:6110
КВ|32||78:12:0006302:6111
КВ|33||78:12:0006302:6112
КВ|34||78:12:0006302:6113
КВ|35||78:12:0006302:6114
КВ|36||78:12:0006302:6115
КВ|37||78:12:0006302:6116
КВ|38||78:12:0006302:6117
КВ|39||78:12:0006302:6118
КВ|40||78:12:0006302:6120
КВ|41||78:12:0006302:6121
КВ|42||78:12:0006302:6122
КВ|43||78:12:0006302:6123
КВ|44||78:12:0006302:6124
КВ|45||78:12:0006302:6125
КВ|46||78:12:0006302:6126
КВ|47||78:12:0006302:6127
КВ|48||78:12:0006302:6128
КВ|49||78:12:0006302:6129
КВ|50||78:12:0006302:6131
КВ|51||78:12:0006302:6132
КВ|52||78:12:0006302:6133
КВ|53||78:12:0006302:6134
КВ|54||78:12:0006302:6135
КВ|55||78:12:0006302:6136
КВ|56||78:12:0006302:6137
КВ|57||78:12:0006302:6138
КВ|58||78:12:0006302:6139
ЧКВ|58|1|
ЧКВ|58|01|
ЧКВ|58|2|
КВ|59||78:12:0006302:6140
КВ|60||78:12:0006302:6142
КВ|61||78:12:0006302:6143
ЧКВ|61|1|
ЧКВ|61|01|
ЧКВ|61|2|
КВ|62||78:12:0006302:6144
КВ|63||78:12:0006302:6145
КВ|64||78:12:0006302:6146
КВ|65||78:12:0006302:6147
КВ|66||78:12:0006302:6148
КВ|67||78:12:0006302:6149
КВ|68||78:12:0006302:6150
КВ|69||78:12:0006302:6151
КВ|70||78:12:0006302:6153
КВ|71||78:12:0006302:6154
КВ|72||78:12:0006302:6155
КВ|73||78:12:0006302:6156
КВ|74||78:12:0006302:6157
КВ|75||78:12:0006302:6158
КВ|76||78:12:0006302:6159
КВ|77||78:12:0006302:6160
КВ|78||78:12:0006302:6161
КВ|79||78:12:0006302:6162
КВ|80||78:12:0006302:6164
КВ|81||78:12:0006302:6165
КВ|82||78:12:0006302:6166
КВ|83||78:12:0006302:6167
ЧКВ|83|1|
ЧКВ|83|01|
ЧКВ|83|2|
ЧКВ|83|02|
ЧКВ|83|3|
КВ|84||78:12:0006302:6168
КВ|85||78:12:0006302:6169
КВ|86||78:12:0006302:6170
КВ|87||78:12:0006302:6171
КВ|88||78:12:0006302:6172
КВ|89||78:12:0006302:6173
КВ|90||78:12:0006302:6175
ЧКВ|90|1|
ЧКВ|90|2|
ЧКВ|90|02|
ЧКВ|90|3|
ЧКВ|90|011|
НЖ|1н.ч.||78:12:0006302:9213
НЖ|б/нб/н||78:12:0006302:6176
#e85053bc-0795-410c-8234-a26111fdea24
МКД|||78:12:0006304:4204
КВ|1||78:12:0006304:5885
КВ|2||78:12:0006304:5797
КВ|3||78:12:0006304:5808
КВ|4||78:12:0006304:5819
КВ|5||78:12:0006304:5830
КВ|6||78:12:0006304:5841
КВ|7||78:12:0006304:5852
КВ|8||78:12:0006304:5863
КВ|9||78:12:0006304:5874
ЧКВ|9|1|
ЧКВ|9|2|
КВ|10||78:12:0006304:5886
КВ|11||78:12:0006304:5897
КВ|12||78:12:0006304:5764
КВ|13||78:12:0006304:5775
КВ|14||78:12:0006304:5786
КВ|15||78:12:0006304:5792
КВ|16||78:12:0006304:5793
КВ|17||78:12:0006304:5794
КВ|18||78:12:0006304:5795
КВ|19||78:12:0006304:5796
КВ|20||78:12:0006304:5798
КВ|21||78:12:0006304:5799
КВ|22||78:12:0006304:5800
КВ|23||78:12:0006304:5801
КВ|24||78:12:0006304:5802
КВ|25||78:12:0006304:5803
КВ|26||78:12:0006304:5804
КВ|27||78:12:0006304:5805
КВ|28||78:12:0006304:5806
КВ|29||78:12:0006304:5807
КВ|30||78:12:0006304:5809
КВ|31||78:12:0006304:5810
КВ|32||78:12:0006304:5811
КВ|33||78:12:0006304:5812
КВ|34||78:12:0006304:5813
КВ|35||78:12:0006304:5814
КВ|36||78:12:0006304:5815
КВ|37||78:12:0006304:5816
КВ|38||78:12:0006304:5817
КВ|39||78:12:0006304:5818
КВ|40||78:12:0006304:5820
КВ|41||78:12:0006304:5821
КВ|42||78:12:0006304:5822
КВ|43||78:12:0006304:5823
КВ|44||78:12:0006304:5824
КВ|45||78:12:0006304:5825
КВ|46||78:12:0006304:5826
КВ|47||78:12:0006304:5827
КВ|48||78:12:0006304:5828
КВ|49||78:12:0006304:5829
КВ|50||78:12:0006304:5831
КВ|51||78:12:0006304:5832
КВ|52||78:12:0006304:5833
КВ|53||78:12:0006304:5834
КВ|54||78:12:0006304:5835
КВ|55||78:12:0006304:5836
КВ|56||78:12:0006304:5837
КВ|57||78:12:0006304:5838
КВ|58||78:12:0006304:5839
КВ|59||78:12:0006304:5840
КВ|60||78:12:0006304:5842
КВ|61||78:12:0006304:5843
КВ|62||78:12:0006304:5844
КВ|63||78:12:0006304:5845
КВ|64||78:12:0006304:5846
КВ|65||78:12:0006304:5847
КВ|66||78:12:0006304:5848
КВ|67||78:12:0006304:5849
КВ|68||78:12:0006304:5850
КВ|69||78:12:0006304:5851
КВ|70||78:12:0006304:5853
КВ|71||78:12:0006304:5854
КВ|72||78:12:0006304:5855
КВ|73||78:12:0006304:5856
КВ|74||78:12:0006304:5857
КВ|75||78:12:0006304:5858
КВ|76||78:12:0006304:5859
КВ|77||78:12:0006304:5860
КВ|78||78:12:0006304:5861
КВ|79||78:12:0006304:5862
КВ|80||78:12:0006304:5864
КВ|81||78:12:0006304:5865
КВ|82||78:12:0006304:5866
КВ|83||78:12:0006304:5867
КВ|84||78:12:0006304:5868
